run_id,scene,truth,prediction,count
V2_EG_HIGH_ADV0_seed392005,leo_low_elev_weak,3,0,2553
V2_EG_HIGH_ADV0_seed392005,leo_low_elev_weak,3,1,6284
V2_EG_HIGH_ADV0_seed392005,leo_low_elev_weak,3,2,879
V2_EG_HIGH_ADV0_seed392005,leo_low_elev_weak,3,3,17381
V2_EG_HIGH_ADV0_seed392005,leo_low_elev_weak,3,4,611
V2_EG_HIGH_ADV0_seed392005,leo_low_elev_weak,3,5,292
V2_EG_HIGH_ADV0_seed392005,leo_low_elev_weak,4,0,30
V2_EG_HIGH_ADV0_seed392005,leo_low_elev_weak,4,1,917
V2_EG_HIGH_ADV0_seed392005,leo_low_elev_weak,4,2,204
V2_EG_HIGH_ADV0_seed392005,leo_low_elev_weak,4,3,995
V2_EG_HIGH_ADV0_seed392005,leo_low_elev_weak,4,4,25806
V2_EG_HIGH_ADV0_seed392005,leo_low_elev_weak,4,5,48
V2_EG_HIGH_ADV0_seed392005,leo_low_elev_weak,5,0,40
V2_EG_HIGH_ADV0_seed392005,leo_low_elev_weak,5,1,178
V2_EG_HIGH_ADV0_seed392005,leo_low_elev_weak,5,2,143
V2_EG_HIGH_ADV0_seed392005,leo_low_elev_weak,5,3,4
V2_EG_HIGH_ADV0_seed392005,leo_low_elev_weak,5,4,2672
V2_EG_HIGH_ADV0_seed392005,leo_low_elev_weak,5,5,24963
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,0,0,17300
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,0,1,2446
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,0,2,342
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,0,3,7560
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,0,4,313
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,0,5,39
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,1,0,1037
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,1,1,7870
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,1,2,82
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,1,3,17686
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,1,4,1284
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,1,5,41
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,2,0,1213
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,2,1,2546
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,2,2,12626
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,2,3,2427
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,2,4,2981
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,2,5,6207
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,3,0,2831
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,3,1,6420
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,3,2,868
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,3,3,16937
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,3,4,686
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,3,5,258
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,4,0,38
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,4,1,899
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,4,2,228
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,4,3,973
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,4,4,25810
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,4,5,52
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,5,0,50
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,5,1,162
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,5,2,137
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,5,3,11
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,5,4,2724
V2_EG_HIGH_ADV0_seed392005,leo_rain_weak,5,5,24916
V2_EG_HIGH_ADV0_seed392006,clean,0,0,26408
V2_EG_HIGH_ADV0_seed392006,clean,0,1,197
V2_EG_HIGH_ADV0_seed392006,clean,0,2,177
V2_EG_HIGH_ADV0_seed392006,clean,0,3,1165
V2_EG_HIGH_ADV0_seed392006,clean,0,4,41
V2_EG_HIGH_ADV0_seed392006,clean,0,5,12
V2_EG_HIGH_ADV0_seed392006,clean,1,0,1093
V2_EG_HIGH_ADV0_seed392006,clean,1,1,9019
V2_EG_HIGH_ADV0_seed392006,clean,1,2,104
V2_EG_HIGH_ADV0_seed392006,clean,1,3,17687
V2_EG_HIGH_ADV0_seed392006,clean,1,4,90
V2_EG_HIGH_ADV0_seed392006,clean,1,5,7
V2_EG_HIGH_ADV0_seed392006,clean,2,0,1667
V2_EG_HIGH_ADV0_seed392006,clean,2,1,732
V2_EG_HIGH_ADV0_seed392006,clean,2,2,19952
V2_EG_HIGH_ADV0_seed392006,clean,2,3,1010
V2_EG_HIGH_ADV0_seed392006,clean,2,4,242
V2_EG_HIGH_ADV0_seed392006,clean,2,5,4397
V2_EG_HIGH_ADV0_seed392006,clean,3,0,3142
V2_EG_HIGH_ADV0_seed392006,clean,3,1,5624
V2_EG_HIGH_ADV0_seed392006,clean,3,2,1091
V2_EG_HIGH_ADV0_seed392006,clean,3,3,17948
V2_EG_HIGH_ADV0_seed392006,clean,3,4,47
V2_EG_HIGH_ADV0_seed392006,clean,3,5,148
V2_EG_HIGH_ADV0_seed392006,clean,4,0,6
V2_EG_HIGH_ADV0_seed392006,clean,4,1,11
V2_EG_HIGH_ADV0_seed392006,clean,4,2,10
V2_EG_HIGH_ADV0_seed392006,clean,4,3,3
V2_EG_HIGH_ADV0_seed392006,clean,4,4,27962
V2_EG_HIGH_ADV0_seed392006,clean,4,5,8
V2_EG_HIGH_ADV0_seed392006,clean,5,0,16
V2_EG_HIGH_ADV0_seed392006,clean,5,1,95
V2_EG_HIGH_ADV0_seed392006,clean,5,2,51
V2_EG_HIGH_ADV0_seed392006,clean,5,3,13
V2_EG_HIGH_ADV0_seed392006,clean,5,4,1934
V2_EG_HIGH_ADV0_seed392006,clean,5,5,25891
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,0,0,22227
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,0,1,1353
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,0,2,299
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,0,3,3954
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,0,4,144
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,0,5,23
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,1,0,1863
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,1,1,7277
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,1,2,95
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,1,3,18365
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,1,4,390
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,1,5,10
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,2,0,2910
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,2,1,2279
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,2,2,16625
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,2,3,1727
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,2,4,976
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,2,5,3483
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,3,0,4052
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,3,1,6087
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,3,2,1259
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,3,3,16243
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,3,4,160
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,3,5,199
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,4,0,15
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,4,1,95
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,4,2,297
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,4,3,282
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,4,4,27292
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,4,5,19
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,5,0,69
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,5,1,469
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,5,2,258
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,5,3,21
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,5,4,2806
V2_EG_HIGH_ADV0_seed392006,leo_clear_weak,5,5,24377
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,0,0,20752
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,0,1,1587
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,0,2,524
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,0,3,4788
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,0,4,326
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,0,5,23
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,1,0,2379
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,1,1,7195
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,1,2,137
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,1,3,17495
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,1,4,784
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,1,5,10
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,2,0,2772
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,2,1,2274
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,2,2,16396
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,2,3,1767
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,2,4,1243
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,2,5,3548
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,3,0,4482
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,3,1,5600
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,3,2,1357
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,3,3,15819
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,3,4,532
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,3,5,210
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,4,0,28
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,4,1,176
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,4,2,338
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,4,3,467
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,4,4,26971
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,4,5,20
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,5,0,110
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,5,1,589
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,5,2,421
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,5,3,32
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,5,4,2629
V2_EG_HIGH_ADV0_seed392006,leo_low_elev_weak,5,5,24219
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,0,0,21365
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,0,1,1503
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,0,2,476
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,0,3,4351
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,0,4,287
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,0,5,18
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,1,0,2819
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,1,1,7336
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,1,2,161
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,1,3,16949
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,1,4,723
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,1,5,12
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,2,0,2841
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,2,1,2226
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,2,2,16305
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,2,3,1843
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,2,4,1213
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,2,5,3572
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,3,0,5029
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,3,1,5588
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,3,2,1339
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,3,3,15277
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,3,4,557
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,3,5,210
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,4,0,20
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,4,1,194
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,4,2,368
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,4,3,571
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,4,4,26819
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,4,5,28
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,5,0,100
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,5,1,457
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,5,2,352
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,5,3,21
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,5,4,2779
V2_EG_HIGH_ADV0_seed392006,leo_rain_weak,5,5,24291
V2_EG_HIGH_ADV0_seed392007,clean,0,0,26189
V2_EG_HIGH_ADV0_seed392007,clean,0,1,329
V2_EG_HIGH_ADV0_seed392007,clean,0,2,139
V2_EG_HIGH_ADV0_seed392007,clean,0,3,1323
V2_EG_HIGH_ADV0_seed392007,clean,0,4,8
V2_EG_HIGH_ADV0_seed392007,clean,0,5,12
V2_EG_HIGH_ADV0_seed392007,clean,1,0,303
V2_EG_HIGH_ADV0_seed392007,clean,1,1,11338
V2_EG_HIGH_ADV0_seed392007,clean,1,2,35
V2_EG_HIGH_ADV0_seed392007,clean,1,3,16276
V2_EG_HIGH_ADV0_seed392007,clean,1,4,39
V2_EG_HIGH_ADV0_seed392007,clean,1,5,9
V2_EG_HIGH_ADV0_seed392007,clean,2,0,1972
V2_EG_HIGH_ADV0_seed392007,clean,2,1,2083
V2_EG_HIGH_ADV0_seed392007,clean,2,2,15733
V2_EG_HIGH_ADV0_seed392007,clean,2,3,5558
V2_EG_HIGH_ADV0_seed392007,clean,2,4,66
V2_EG_HIGH_ADV0_seed392007,clean,2,5,2588
V2_EG_HIGH_ADV0_seed392007,clean,3,0,2180
V2_EG_HIGH_ADV0_seed392007,clean,3,1,5776
V2_EG_HIGH_ADV0_seed392007,clean,3,2,394
V2_EG_HIGH_ADV0_seed392007,clean,3,3,19478
V2_EG_HIGH_ADV0_seed392007,clean,3,4,14
V2_EG_HIGH_ADV0_seed392007,clean,3,5,158
V2_EG_HIGH_ADV0_seed392007,clean,4,0,4
V2_EG_HIGH_ADV0_seed392007,clean,4,1,23
V2_EG_HIGH_ADV0_seed392007,clean,4,2,9
V2_EG_HIGH_ADV0_seed392007,clean,4,3,15
V2_EG_HIGH_ADV0_seed392007,clean,4,4,27940
V2_EG_HIGH_ADV0_seed392007,clean,4,5,9
V2_EG_HIGH_ADV0_seed392007,clean,5,0,10
V2_EG_HIGH_ADV0_seed392007,clean,5,1,959
V2_EG_HIGH_ADV0_seed392007,clean,5,2,86
V2_EG_HIGH_ADV0_seed392007,clean,5,3,463
V2_EG_HIGH_ADV0_seed392007,clean,5,4,1142
V2_EG_HIGH_ADV0_seed392007,clean,5,5,25340
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,0,0,22243
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,0,1,1232
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,0,2,218
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,0,3,4262
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,0,4,26
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,0,5,19
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,1,0,1129
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,1,1,7084
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,1,2,54
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,1,3,19638
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,1,4,78
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,1,5,17
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,2,0,2782
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,2,1,2946
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,2,2,13265
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,2,3,5705
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,2,4,761
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,2,5,2541
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,3,0,2533
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,3,1,5499
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,3,2,803
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,3,3,18934
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,3,4,39
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,3,5,192
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,4,0,16
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,4,1,770
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,4,2,231
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,4,3,565
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,4,4,26405
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,4,5,13
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,5,0,164
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,5,1,908
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,5,2,326
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,5,3,286
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,5,4,1861
V2_EG_HIGH_ADV0_seed392007,leo_clear_weak,5,5,24455
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,0,0,21694
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,0,1,1508
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,0,2,255
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,0,3,4428
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,0,4,92
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,0,5,23
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,1,0,1680
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,1,1,6917
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,1,2,65
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,1,3,19109
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,1,4,207
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,1,5,22
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,2,0,3136
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,2,1,2859
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,2,2,12580
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,2,3,5970
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,2,4,930
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,2,5,2525
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,3,0,3474
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,3,1,5358
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,3,2,801
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,3,3,18061
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,3,4,133
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,3,5,173
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,4,0,30
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,4,1,1007
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,4,2,225
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,4,3,1044
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,4,4,25681
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,4,5,13
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,5,0,211
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,5,1,1077
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,5,2,431
V2_EG_HIGH_ADV0_seed392007,leo_low_elev_weak,5,3,359
