accepted,adaptation_mode,day_i,gate_method,predicted_label,role,rx_label,sample_id,scenario,sig_i,true_label,tx_label,unknown_score
True,support_head_finetune,0,support_head_confidence_quantile,1,target_old_query,20-1,14-7|20-1|day0|eq1|sig9,clean,9,1,14-7,-0.5751387476921082
True,support_head_finetune,0,support_head_confidence_quantile,1,target_old_query,20-1,14-7|20-1|day0|eq1|sig10,clean,10,1,14-7,-0.43118414282798767
True,support_head_finetune,0,support_head_confidence_quantile,1,target_old_query,20-1,14-7|20-1|day0|eq1|sig11,clean,11,1,14-7,-0.6046412587165833
True,support_head_finetune,0,support_head_confidence_quantile,1,target_old_query,20-1,14-7|20-1|day0|eq1|sig12,clean,12,1,14-7,-0.539807140827179
True,support_head_finetune,0,support_head_confidence_quantile,1,target_old_query,20-1,14-7|20-1|day0|eq1|sig13,clean,13,1,14-7,-0.5729394555091858
True,support_head_finetune,0,support_head_confidence_quantile,1,target_old_query,20-1,14-7|20-1|day0|eq1|sig14,clean,14,1,14-7,-0.5045304298400879
True,support_head_finetune,0,support_head_confidence_quantile,1,target_old_query,20-1,14-7|20-1|day0|eq1|sig15,clean,15,1,14-7,-0.49326884746551514
True,support_head_finetune,0,support_head_confidence_quantile,1,target_old_query,20-1,14-7|20-1|day0|eq1|sig16,clean,16,1,14-7,-0.45055046677589417
True,support_head_finetune,0,support_head_confidence_quantile,1,target_old_query,20-1,14-7|20-1|day0|eq1|sig17,clean,17,1,14-7,-0.5517578721046448
True,support_head_finetune,0,support_head_confidence_quantile,1,target_old_query,20-1,14-7|20-1|day0|eq1|sig18,clean,18,1,14-7,-0.5745909810066223
True,support_head_finetune,0,support_head_confidence_quantile,1,target_old_query,20-1,14-7|20-1|day0|eq1|sig19,clean,19,1,14-7,-0.6067748069763184
True,support_head_finetune,0,support_head_confidence_quantile,1,target_old_query,20-1,14-7|20-1|day0|eq1|sig20,clean,20,1,14-7,-0.5990347862243652
True,support_head_finetune,0,support_head_confidence_quantile,1,target_old_query,20-1,14-7|20-1|day0|eq1|sig21,clean,21,1,14-7,-0.47511330246925354
True,support_head_finetune,0,support_head_confidence_quantile,1,target_old_query,20-1,14-7|20-1|day0|eq1|sig22,clean,22,1,14-7,-0.5982323288917542
True,support_head_finetune,0,support_head_confidence_quantile,1,target_old_query,20-1,14-7|20-1|day0|eq1|sig23,clean,23,1,14-7,-0.6413971781730652
True,support_head_finetune,0,support_head_confidence_quantile,1,target_old_query,20-1,14-7|20-1|day0|eq1|sig24,clean,24,1,14-7,-0.4454333782196045
True,support_head_finetune,0,support_head_confidence_quantile,2,target_old_query,20-1,20-15|20-1|day0|eq1|sig5,clean,5,2,20-15,-0.996842622756958
True,support_head_finetune,0,support_head_confidence_quantile,2,target_old_query,20-1,20-15|20-1|day0|eq1|sig6,clean,6,2,20-15,-0.37535056471824646
True,support_head_finetune,0,support_head_confidence_quantile,2,target_old_query,20-1,20-15|20-1|day0|eq1|sig7,clean,7,2,20-15,-0.3948049247264862
True,support_head_finetune,0,support_head_confidence_quantile,2,target_old_query,20-1,20-15|20-1|day0|eq1|sig8,clean,8,2,20-15,-0.4001891016960144
True,support_head_finetune,0,support_head_confidence_quantile,2,target_old_query,20-1,20-15|20-1|day0|eq1|sig9,clean,9,2,20-15,-0.35614365339279175
True,support_head_finetune,0,support_head_confidence_quantile,1,target_old_query,20-1,20-15|20-1|day0|eq1|sig10,clean,10,2,20-15,-0.34782060980796814
False,support_head_finetune,0,support_head_confidence_quantile,-1,target_old_query,20-1,20-15|20-1|day0|eq1|sig11,clean,11,2,20-15,-0.32966741919517517
True,support_head_finetune,0,support_head_confidence_quantile,0,target_old_query,20-1,20-15|20-1|day0|eq1|sig12,clean,12,2,20-15,-0.46268144249916077
True,support_head_finetune,0,support_head_confidence_quantile,2,target_old_query,20-1,20-15|20-1|day0|eq1|sig13,clean,13,2,20-15,-0.3726741075515747
True,support_head_finetune,0,support_head_confidence_quantile,2,target_old_query,20-1,20-15|20-1|day0|eq1|sig14,clean,14,2,20-15,-0.3808891177177429
True,support_head_finetune,0,support_head_confidence_quantile,2,target_old_query,20-1,20-15|20-1|day0|eq1|sig15,clean,15,2,20-15,-0.3797939717769623
True,support_head_finetune,0,support_head_confidence_quantile,2,target_old_query,20-1,20-15|20-1|day0|eq1|sig16,clean,16,2,20-15,-0.3915344476699829
True,support_head_finetune,0,support_head_confidence_quantile,2,target_old_query,20-1,20-15|20-1|day0|eq1|sig17,clean,17,2,20-15,-0.38546761870384216
False,support_head_finetune,0,support_head_confidence_quantile,-1,target_old_query,20-1,20-15|20-1|day0|eq1|sig18,clean,18,2,20-15,-0.33566972613334656
False,support_head_finetune,0,support_head_confidence_quantile,-1,target_old_query,20-1,20-15|20-1|day0|eq1|sig19,clean,19,2,20-15,-0.3279314935207367
True,support_head_finetune,0,support_head_confidence_quantile,1,target_old_query,20-1,20-15|20-1|day0|eq1|sig20,clean,20,2,20-15,-0.3668007552623749
False,support_head_finetune,0,support_head_confidence_quantile,-1,target_old_query,20-1,20-15|20-1|day0|eq1|sig21,clean,21,2,20-15,-0.3388296663761139
True,support_head_finetune,0,support_head_confidence_quantile,2,target_old_query,20-1,20-15|20-1|day0|eq1|sig22,clean,22,2,20-15,-0.5036359429359436
True,support_head_finetune,0,support_head_confidence_quantile,0,target_old_query,20-1,20-15|20-1|day0|eq1|sig23,clean,23,2,20-15,-0.5768185257911682
True,support_head_finetune,0,support_head_confidence_quantile,1,target_old_query,20-1,20-15|20-1|day0|eq1|sig24,clean,24,2,20-15,-0.36386361718177795
True,support_head_finetune,0,support_head_confidence_quantile,3,target_old_query,20-1,20-19|20-1|day0|eq1|sig5,clean,5,3,20-19,-0.5137629508972168
True,support_head_finetune,0,support_head_confidence_quantile,3,target_old_query,20-1,20-19|20-1|day0|eq1|sig6,clean,6,3,20-19,-0.43879222869873047
True,support_head_finetune,0,support_head_confidence_quantile,3,target_old_query,20-1,20-19|20-1|day0|eq1|sig7,clean,7,3,20-19,-0.4814037084579468
True,support_head_finetune,0,support_head_confidence_quantile,0,target_old_query,20-1,20-19|20-1|day0|eq1|sig8,clean,8,3,20-19,-0.9053952097892761
True,support_head_finetune,0,support_head_confidence_quantile,2,target_old_query,20-1,20-19|20-1|day0|eq1|sig9,clean,9,3,20-19,-0.7695081233978271
True,support_head_finetune,0,support_head_confidence_quantile,3,target_old_query,20-1,20-19|20-1|day0|eq1|sig10,clean,10,3,20-19,-0.4449146091938019
True,support_head_finetune,0,support_head_confidence_quantile,3,target_old_query,20-1,20-19|20-1|day0|eq1|sig11,clean,11,3,20-19,-0.5033278465270996
True,support_head_finetune,0,support_head_confidence_quantile,3,target_old_query,20-1,20-19|20-1|day0|eq1|sig12,clean,12,3,20-19,-0.5190003514289856
True,support_head_finetune,0,support_head_confidence_quantile,3,target_old_query,20-1,20-19|20-1|day0|eq1|sig13,clean,13,3,20-19,-0.4591003954410553
True,support_head_finetune,0,support_head_confidence_quantile,3,target_old_query,20-1,20-19|20-1|day0|eq1|sig14,clean,14,3,20-19,-0.5035975575447083
True,support_head_finetune,0,support_head_confidence_quantile,3,target_old_query,20-1,20-19|20-1|day0|eq1|sig15,clean,15,3,20-19,-0.46271058917045593
True,support_head_finetune,0,support_head_confidence_quantile,3,target_old_query,20-1,20-19|20-1|day0|eq1|sig16,clean,16,3,20-19,-0.4927625358104706
True,support_head_finetune,0,support_head_confidence_quantile,3,target_old_query,20-1,20-19|20-1|day0|eq1|sig17,clean,17,3,20-19,-0.5176511406898499
True,support_head_finetune,0,support_head_confidence_quantile,3,target_old_query,20-1,20-19|20-1|day0|eq1|sig18,clean,18,3,20-19,-0.5424191951751709
True,support_head_finetune,0,support_head_confidence_quantile,3,target_old_query,20-1,20-19|20-1|day0|eq1|sig19,clean,19,3,20-19,-0.5331854224205017
True,support_head_finetune,0,support_head_confidence_quantile,3,target_old_query,20-1,20-19|20-1|day0|eq1|sig20,clean,20,3,20-19,-0.42991164326667786
True,support_head_finetune,0,support_head_confidence_quantile,3,target_old_query,20-1,20-19|20-1|day0|eq1|sig21,clean,21,3,20-19,-0.4662548303604126
True,support_head_finetune,0,support_head_confidence_quantile,3,target_old_query,20-1,20-19|20-1|day0|eq1|sig22,clean,22,3,20-19,-0.4468798041343689
True,support_head_finetune,0,support_head_confidence_quantile,3,target_old_query,20-1,20-19|20-1|day0|eq1|sig23,clean,23,3,20-19,-0.5114045739173889
True,support_head_finetune,0,support_head_confidence_quantile,3,target_old_query,20-1,20-19|20-1|day0|eq1|sig24,clean,24,3,20-19,-0.5221183896064758
True,support_head_finetune,0,support_head_confidence_quantile,4,target_old_query,20-1,6-15|20-1|day0|eq1|sig5,clean,5,4,6-15,-0.8094127178192139
True,support_head_finetune,0,support_head_confidence_quantile,4,target_old_query,20-1,6-15|20-1|day0|eq1|sig6,clean,6,4,6-15,-0.84798264503479
True,support_head_finetune,0,support_head_confidence_quantile,4,target_old_query,20-1,6-15|20-1|day0|eq1|sig7,clean,7,4,6-15,-0.7335883975028992
True,support_head_finetune,0,support_head_confidence_quantile,4,target_old_query,20-1,6-15|20-1|day0|eq1|sig8,clean,8,4,6-15,-0.7438138723373413
True,support_head_finetune,0,support_head_confidence_quantile,4,target_old_query,20-1,6-15|20-1|day0|eq1|sig9,clean,9,4,6-15,-0.6135144829750061
True,support_head_finetune,0,support_head_confidence_quantile,4,target_old_query,20-1,6-15|20-1|day0|eq1|sig10,clean,10,4,6-15,-0.7318099141120911
True,support_head_finetune,0,support_head_confidence_quantile,4,target_old_query,20-1,6-15|20-1|day0|eq1|sig11,clean,11,4,6-15,-0.7050912976264954
True,support_head_finetune,0,support_head_confidence_quantile,4,target_old_query,20-1,6-15|20-1|day0|eq1|sig12,clean,12,4,6-15,-0.6768907308578491
True,support_head_finetune,0,support_head_confidence_quantile,7,target_old_query,20-1,6-15|20-1|day0|eq1|sig13,clean,13,4,6-15,-0.5116315484046936
True,support_head_finetune,0,support_head_confidence_quantile,4,target_old_query,20-1,6-15|20-1|day0|eq1|sig14,clean,14,4,6-15,-0.7295167446136475
True,support_head_finetune,0,support_head_confidence_quantile,4,target_old_query,20-1,6-15|20-1|day0|eq1|sig15,clean,15,4,6-15,-0.7905654907226562
True,support_head_finetune,0,support_head_confidence_quantile,4,target_old_query,20-1,6-15|20-1|day0|eq1|sig16,clean,16,4,6-15,-0.7741470336914062
True,support_head_finetune,0,support_head_confidence_quantile,4,target_old_query,20-1,6-15|20-1|day0|eq1|sig17,clean,17,4,6-15,-0.8513623476028442
True,support_head_finetune,0,support_head_confidence_quantile,4,target_old_query,20-1,6-15|20-1|day0|eq1|sig18,clean,18,4,6-15,-0.7881253361701965
True,support_head_finetune,0,support_head_confidence_quantile,4,target_old_query,20-1,6-15|20-1|day0|eq1|sig19,clean,19,4,6-15,-0.808856725692749
True,support_head_finetune,0,support_head_confidence_quantile,4,target_old_query,20-1,6-15|20-1|day0|eq1|sig20,clean,20,4,6-15,-0.8176180720329285
True,support_head_finetune,0,support_head_confidence_quantile,4,target_old_query,20-1,6-15|20-1|day0|eq1|sig21,clean,21,4,6-15,-0.7803308963775635
True,support_head_finetune,0,support_head_confidence_quantile,4,target_old_query,20-1,6-15|20-1|day0|eq1|sig22,clean,22,4,6-15,-0.755139946937561
True,support_head_finetune,0,support_head_confidence_quantile,4,target_old_query,20-1,6-15|20-1|day0|eq1|sig23,clean,23,4,6-15,-0.5770078897476196
True,support_head_finetune,0,support_head_confidence_quantile,4,target_old_query,20-1,6-15|20-1|day0|eq1|sig24,clean,24,4,6-15,-0.7512924075126648
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig5,clean,5,5,8-20,-0.5328420996665955
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig6,clean,6,5,8-20,-0.8594164252281189
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig7,clean,7,5,8-20,-0.47750282287597656
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig8,clean,8,5,8-20,-0.8348864316940308
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig9,clean,9,5,8-20,-0.9326230883598328
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig10,clean,10,5,8-20,-0.8919408917427063
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig11,clean,11,5,8-20,-0.3627062737941742
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig12,clean,12,5,8-20,-0.42911067605018616
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig13,clean,13,5,8-20,-0.4790516197681427
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig14,clean,14,5,8-20,-0.7936311960220337
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig15,clean,15,5,8-20,-0.3875894248485565
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig16,clean,16,5,8-20,-0.674738883972168
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig17,clean,17,5,8-20,-0.7674720883369446
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig18,clean,18,5,8-20,-0.8050159811973572
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig19,clean,19,5,8-20,-0.780916690826416
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig20,clean,20,5,8-20,-0.5008310675621033
True,support_head_finetune,0,support_head_confidence_quantile,2,target_old_query,20-1,8-20|20-1|day0|eq1|sig21,clean,21,5,8-20,-0.3971885144710541
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig22,clean,22,5,8-20,-0.5890872478485107
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig23,clean,23,5,8-20,-0.8514636754989624
True,support_head_finetune,0,support_head_confidence_quantile,5,target_old_query,20-1,8-20|20-1|day0|eq1|sig24,clean,24,5,8-20,-0.924208402633667
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-16|20-1|day0|eq1|sig5,clean,5,6,1-16,-0.9322781562805176
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-16|20-1|day0|eq1|sig6,clean,6,6,1-16,-0.9149194955825806
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-16|20-1|day0|eq1|sig7,clean,7,6,1-16,-0.9169484972953796
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-16|20-1|day0|eq1|sig8,clean,8,6,1-16,-0.9457466006278992
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-16|20-1|day0|eq1|sig9,clean,9,6,1-16,-0.9032467603683472
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-16|20-1|day0|eq1|sig10,clean,10,6,1-16,-0.9451434016227722
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-16|20-1|day0|eq1|sig11,clean,11,6,1-16,-0.9098127484321594
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-16|20-1|day0|eq1|sig12,clean,12,6,1-16,-0.9266705513000488
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-16|20-1|day0|eq1|sig13,clean,13,6,1-16,-0.9030597805976868
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-16|20-1|day0|eq1|sig14,clean,14,6,1-16,-0.9272284507751465
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-16|20-1|day0|eq1|sig15,clean,15,6,1-16,-0.9162186980247498
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-16|20-1|day0|eq1|sig16,clean,16,6,1-16,-0.9068043828010559
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-16|20-1|day0|eq1|sig17,clean,17,6,1-16,-0.9008989334106445
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-16|20-1|day0|eq1|sig18,clean,18,6,1-16,-0.9038573503494263
True,support_head_finetune,0,support_head_confidence_quantile,4,target_new_query,20-1,1-16|20-1|day0|eq1|sig19,clean,19,6,1-16,-0.42023903131484985
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-16|20-1|day0|eq1|sig20,clean,20,6,1-16,-0.9017656445503235
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-16|20-1|day0|eq1|sig21,clean,21,6,1-16,-0.931659460067749
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-16|20-1|day0|eq1|sig22,clean,22,6,1-16,-0.9326896667480469
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-16|20-1|day0|eq1|sig23,clean,23,6,1-16,-0.9345906376838684
True,support_head_finetune,0,support_head_confidence_quantile,6,target_new_query,20-1,1-16|20-1|day0|eq1|sig24,clean,24,6,1-16,-0.8612862229347229
True,support_head_finetune,0,support_head_confidence_quantile,7,target_new_query,20-1,1-18|20-1|day0|eq1|sig5,clean,5,7,1-18,-0.6044940948486328
True,support_head_finetune,0,support_head_confidence_quantile,7,target_new_query,20-1,1-18|20-1|day0|eq1|sig6,clean,6,7,1-18,-0.6017317771911621
True,support_head_finetune,0,support_head_confidence_quantile,7,target_new_query,20-1,1-18|20-1|day0|eq1|sig7,clean,7,7,1-18,-0.6081851720809937
True,support_head_finetune,0,support_head_confidence_quantile,7,target_new_query,20-1,1-18|20-1|day0|eq1|sig8,clean,8,7,1-18,-0.6023001670837402
True,support_head_finetune,0,support_head_confidence_quantile,7,target_new_query,20-1,1-18|20-1|day0|eq1|sig9,clean,9,7,1-18,-0.5380876064300537
True,support_head_finetune,0,support_head_confidence_quantile,7,target_new_query,20-1,1-18|20-1|day0|eq1|sig10,clean,10,7,1-18,-0.4535340666770935
True,support_head_finetune,0,support_head_confidence_quantile,7,target_new_query,20-1,1-18|20-1|day0|eq1|sig11,clean,11,7,1-18,-0.6872120499610901
True,support_head_finetune,0,support_head_confidence_quantile,7,target_new_query,20-1,1-18|20-1|day0|eq1|sig12,clean,12,7,1-18,-0.599371612071991
True,support_head_finetune,0,support_head_confidence_quantile,7,target_new_query,20-1,1-18|20-1|day0|eq1|sig13,clean,13,7,1-18,-0.6507307887077332
True,support_head_finetune,0,support_head_confidence_quantile,7,target_new_query,20-1,1-18|20-1|day0|eq1|sig14,clean,14,7,1-18,-0.6889724135398865
True,support_head_finetune,0,support_head_confidence_quantile,4,target_new_query,20-1,1-18|20-1|day0|eq1|sig15,clean,15,7,1-18,-0.47157561779022217
True,support_head_finetune,0,support_head_confidence_quantile,7,target_new_query,20-1,1-18|20-1|day0|eq1|sig16,clean,16,7,1-18,-0.5958710312843323
True,support_head_finetune,0,support_head_confidence_quantile,7,target_new_query,20-1,1-18|20-1|day0|eq1|sig17,clean,17,7,1-18,-0.6333498954772949
True,support_head_finetune,0,support_head_confidence_quantile,7,target_new_query,20-1,1-18|20-1|day0|eq1|sig18,clean,18,7,1-18,-0.6953161954879761
True,support_head_finetune,0,support_head_confidence_quantile,7,target_new_query,20-1,1-18|20-1|day0|eq1|sig19,clean,19,7,1-18,-0.6816203594207764
True,support_head_finetune,0,support_head_confidence_quantile,7,target_new_query,20-1,1-18|20-1|day0|eq1|sig20,clean,20,7,1-18,-0.7019123435020447
True,support_head_finetune,0,support_head_confidence_quantile,7,target_new_query,20-1,1-18|20-1|day0|eq1|sig21,clean,21,7,1-18,-0.687824547290802
True,support_head_finetune,0,support_head_confidence_quantile,7,target_new_query,20-1,1-18|20-1|day0|eq1|sig22,clean,22,7,1-18,-0.5955289006233215
True,support_head_finetune,0,support_head_confidence_quantile,7,target_new_query,20-1,1-18|20-1|day0|eq1|sig23,clean,23,7,1-18,-0.5511112213134766
True,support_head_finetune,0,support_head_confidence_quantile,2,target_new_query,20-1,1-18|20-1|day0|eq1|sig24,clean,24,7,1-18,-0.9457165598869324
True,support_head_finetune,0,support_head_confidence_quantile,0,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig0,clean,0,-1,10-1,-0.6917990446090698
True,support_head_finetune,0,support_head_confidence_quantile,2,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig1,clean,1,-1,10-1,-0.9993358254432678
True,support_head_finetune,0,support_head_confidence_quantile,2,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig2,clean,2,-1,10-1,-0.8075716495513916
True,support_head_finetune,0,support_head_confidence_quantile,2,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig3,clean,3,-1,10-1,-0.819625198841095
True,support_head_finetune,0,support_head_confidence_quantile,0,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig4,clean,4,-1,10-1,-0.9420453906059265
True,support_head_finetune,0,support_head_confidence_quantile,0,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig5,clean,5,-1,10-1,-0.9680209159851074
True,support_head_finetune,0,support_head_confidence_quantile,2,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig6,clean,6,-1,10-1,-0.9503173232078552
True,support_head_finetune,0,support_head_confidence_quantile,0,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig7,clean,7,-1,10-1,-0.9621282815933228
True,support_head_finetune,0,support_head_confidence_quantile,7,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig8,clean,8,-1,10-1,-0.891886293888092
True,support_head_finetune,0,support_head_confidence_quantile,2,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig9,clean,9,-1,10-1,-0.999221682548523
True,support_head_finetune,0,support_head_confidence_quantile,2,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig10,clean,10,-1,10-1,-0.7293174862861633
True,support_head_finetune,0,support_head_confidence_quantile,0,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig11,clean,11,-1,10-1,-0.5773442983627319
True,support_head_finetune,0,support_head_confidence_quantile,0,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig12,clean,12,-1,10-1,-0.935248851776123
True,support_head_finetune,0,support_head_confidence_quantile,0,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig13,clean,13,-1,10-1,-0.6576625108718872
True,support_head_finetune,0,support_head_confidence_quantile,2,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig14,clean,14,-1,10-1,-0.9025407433509827
True,support_head_finetune,0,support_head_confidence_quantile,2,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig15,clean,15,-1,10-1,-0.8808174133300781
True,support_head_finetune,0,support_head_confidence_quantile,0,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig16,clean,16,-1,10-1,-0.8288623094558716
True,support_head_finetune,0,support_head_confidence_quantile,2,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig17,clean,17,-1,10-1,-0.6581108570098877
True,support_head_finetune,0,support_head_confidence_quantile,0,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig18,clean,18,-1,10-1,-0.8364276885986328
True,support_head_finetune,0,support_head_confidence_quantile,2,target_unknown_query,20-1,10-1|20-1|day0|eq1|sig19,clean,19,-1,10-1,-0.6157954931259155
True,support_head_finetune,0,support_head_confidence_quantile,1,target_unknown_query,20-1,10-10|20-1|day0|eq1|sig0,clean,0,-1,10-10,-0.515967607498169
